"data_do_pedido","quantidade","nvel_de_preo","tipo_de_ingresso","grupo","tipo_do_pedido","moeda","total_pago","taxas_pagas","taxas_da_eventbrite","processamento_de_pagamentos_da_eventbrite","status_do_participante","como_voc_se_define__cmo_te_defines","como_voc_se_identifica__cmo_te_identificas_","faz_parte_da_populao_t_pessoa_transgnera_travesti__eres_parte_de_la_poblacin_transgnero_","orientao_sexual__orientacin_sexual","pessoa_com_necessidades_especficas__persona_con_necesidades_especiales_","em_qual_uf_voc_reside__dnde_vives_","de_quais_edies_da_python_brasil_voc_j_participou__cules_ediciones_de_python_brasil_ya_asistiese","voc_j_participou_de_algum_outro_evento_python__has_participado_de_alguno_otro_evento_de_la_comunidad_python","voc_participou_de_outros_eventos_online_durante_a_pandemia_de_covid19__has_participado_de_otros_eventos_en_lnea_durante_la_pandemia_de_covid19","voc_programa_em_python__programas_con_python_","como_voc_classificaria_seu_nvel_de_conhecimento_em_python__cmo_clasificas_tu_nivel_de_conocimiento_en_python_","voc__estudante__eres_estudiante","voc_trabalha_com_python__trabajas_con_python_","voc_faz_parte_de_alguma_comunidade_local_grupy_pug_pyladies_afropython__haces_parte_de_alguna_comunidad_grupy_pug_pyladies_afropython_","tamanho_de_camiseta","de_qual_tutorial_voc_ir_participar_os_tutoriais_sero_exclusivamente_presenciais","regras_adicionais_sobre_tutoriais__leia_atentamente","aplicabilidade_do_ingresso","termo_de_consentimento_para_tratamento_de_dados_pessoais__consentimiento_al_tratamiento_de_datos_personales","direitos_de_contedo_e_imagem","cdigo_conduta__cdigo_conducta","se_outro_qual__cul","se_outro_qual__cul1","se_outro_qual__cul2","se_sim_qual__cul","em_qual_pas_voc_reside__cul_pas","se_sim_qual__cul1","localidade"
"2024-04-29 23:03:22-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","MG","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não sei programar / No","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-04-30 12:17:56-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Bissexual / Bisexual","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-04-30 12:26:31-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Bissexual / Bisexual","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-01 22:58:27-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Não / No","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-02 13:07:06-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Prefiro não responder / Prefiero no decirlo","Não / No","SC","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Não sei programar / No","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-02 18:15:00-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa amarela","Mulher / Mujer","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não sei programar / No","Nulo :D","Sim, ensino fundamental ou médio / Sí, instituto","Não / No","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-04 05:52:45-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes","Intermediário / Intermedio","Não / No","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-04 18:56:56-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa amarela","Homem / Hombre","Não / No","Prefiro não responder / Prefiero no decirlo","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos locais / Sí, eventos locales","Sim / Sí","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Sim, graduação ou tecnólogo / Sí, grado","Não / No","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-05 16:28:10-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Não / No","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-07 16:10:41-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","GG - largura 60 cm x comprimento 80 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-07 16:23:13-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de um ano / Hace más de un año","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","XGG - largura 63 cm x comprimento 82 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-07 16:25:39-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de um ano / Hace más de un año","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","GG - largura 60 cm x comprimento 80 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-07 22:40:54-03:00","1","","Ingresso Geral (lote 1)","","Eventbrite Concluído","BRL","432.0","32.0","32.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","SP","Python Brasil 2019 - Ribeirão Preto - SP","Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)","Sim / Sí","Há mais de cinco anos / Hace más de cinco años","Intermediário / Intermedio","Sim, ensino técnico / S´i, bachirellato","Sim / Sí","Não / No","M - largura 54 cm x comprimento 72 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-08 13:41:58-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Homem / Hombre","Não / No","Bissexual / Bisexual","Não / No","RJ","Python Brasil 2021 - Online | Python Brasil 2020 - Online","Sim, eventos locais / Sí, eventos locales | Sim, eventos internacionais / Sí, eventos internacionales","Sim / Sí","Há mais de três anos / Hace más de tres años","Avançado / Avanzado","Sim, graduação ou tecnólogo / Sí, grado","Sim / Sí","Não / No","XGG - largura 63 cm x comprimento 82 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-08 13:53:09-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Sim, graduação ou tecnólogo / Sí, grado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-08 15:54:08-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não sei programar / No","Iniciante / Inicial","Não / No","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-04-18 10:45:58-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Eventbrite Concluído","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Homem / Hombre","Não / No","Hétero","Não / No","RJ","Python Brasil [10] - 2014 - Porto de Galinhas - Pernambuco","Sim, eventos locais / Sí, eventos locales","Não / No","Há mais de dez anos / Hace más de diez años","Avançado / Avanzado","Sim, ensino técnico / S´i, bachirellato","Sim / Sí","Sim / Sí","Ingresso online","","","","Accepted","Accepted","Accepted","","","","","","PythOnRio",""
"2024-05-09 17:49:56-03:00","1","","Ingresso Geral (lote 1)","","Eventbrite Concluído","BRL","432.0","32.0","32.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de dez anos / Hace más de diez años","Avançado / Avanzado","Não / No","Sim / Sí","Não / No","XGG - largura 63 cm x comprimento 82 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-11 00:02:19-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Prefiro não responder / Prefiero no decirlo","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","GG - largura 60 cm x comprimento 80 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-11 18:01:42-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Intermediário / Intermedio","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-11 19:13:35-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, ensino técnico / S´i, bachirellato","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-13 22:49:23-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de três anos / Hace más de tres años","Avançado / Avanzado","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","GG - largura 60 cm x comprimento 80 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-05-15 12:06:09-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
