"data_do_pedido","quantidade","nvel_de_preo","tipo_de_ingresso","grupo","tipo_do_pedido","moeda","total_pago","taxas_pagas","taxas_da_eventbrite","processamento_de_pagamentos_da_eventbrite","status_do_participante","como_voc_se_define__cmo_te_defines","como_voc_se_identifica__cmo_te_identificas_","faz_parte_da_populao_t_pessoa_transgnera_travesti__eres_parte_de_la_poblacin_transgnero_","orientao_sexual__orientacin_sexual","pessoa_com_necessidades_especficas__persona_con_necesidades_especiales_","em_qual_uf_voc_reside__dnde_vives_","de_quais_edies_da_python_brasil_voc_j_participou__cules_ediciones_de_python_brasil_ya_asistiese","voc_j_participou_de_algum_outro_evento_python__has_participado_de_alguno_otro_evento_de_la_comunidad_python","voc_participou_de_outros_eventos_online_durante_a_pandemia_de_covid19__has_participado_de_otros_eventos_en_lnea_durante_la_pandemia_de_covid19","voc_programa_em_python__programas_con_python_","como_voc_classificaria_seu_nvel_de_conhecimento_em_python__cmo_clasificas_tu_nivel_de_conocimiento_en_python_","voc__estudante__eres_estudiante","voc_trabalha_com_python__trabajas_con_python_","voc_faz_parte_de_alguma_comunidade_local_grupy_pug_pyladies_afropython__haces_parte_de_alguna_comunidad_grupy_pug_pyladies_afropython_","tamanho_de_camiseta","de_qual_tutorial_voc_ir_participar_os_tutoriais_sero_exclusivamente_presenciais","regras_adicionais_sobre_tutoriais__leia_atentamente","aplicabilidade_do_ingresso","termo_de_consentimento_para_tratamento_de_dados_pessoais__consentimiento_al_tratamiento_de_datos_personales","direitos_de_contedo_e_imagem","cdigo_conduta__cdigo_conducta","se_outro_qual__cul","se_outro_qual__cul1","se_outro_qual__cul2","se_sim_qual__cul","em_qual_pas_voc_reside__cul_pas","se_sim_qual__cul1","localidade"
"2024-08-05 21:27:24-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Hétero","Não / No","MG","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de três anos / Hace más de tres años","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-05 23:35:19-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","MG","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)","Não / No","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","P - largura 50 cm x comprimento 67 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-06 00:08:08-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não / No","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-06 01:01:13-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Lésbica / Lesbiana","Não / No","PR","Python Brasil [14] - 2018 - Natal - RN","Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)","Não / No","Há mais de dez anos / Hace más de diez años","Avançado / Avanzado","Não / No","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-06 16:06:42-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Mulher / Mujer","Não / No","Prefiro não responder / Prefiero no decirlo","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-07 08:50:05-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Gay","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Não / No","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-07 11:36:07-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa amarela","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Não / No","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-07 12:10:28-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Há mais de três anos / Hace más de tres años","Intermediário / Intermedio","Não / No","Sim / Sí","Não / No","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-07 15:43:34-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-08 09:35:22-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Não sei programar / No","Nulo :D","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","XGG - largura 63 cm x comprimento 82 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-08 11:48:12-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Sim / Sí","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não sei programar / No","Iniciante / Inicial","Não / No","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","Visão monocular","","",""
"2024-08-08 11:57:05-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Hétero","Não / No","MG","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos locais / Sí, eventos locales","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Não / No","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-08 12:59:44-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-08 13:02:01-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Hétero","Não / No","PB","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não sei programar / No","Iniciante / Inicial","Não / No","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-08 13:18:43-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","SC","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não sei programar / No","Iniciante / Inicial","Sim, pós-graduação ou especialização / Sí, máster posgrado","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-08 15:24:56-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Hétero","Não / No","SP","Python Brasil 2021 - Online | Python Brasil 2020 - Online","Sim, eventos locais / Sí, eventos locales","Sim / Sí","Há mais de três anos / Hace más de tres años","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Não, mas pretendo / No, pero quiero","Sim / Sí","Ingresso online","","","","accepted","accepted","accepted","","","","","","PyLadies",""
"2024-08-08 19:15:03-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-08 19:38:30-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Mulher / Mujer","Não / No","Lésbica / Lesbiana","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Não / No","Não / No","Sim / Sí","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","Pyladies",""
"2024-08-08 19:49:17-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Mulher / Mujer","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Intermediário / Intermedio","Sim, graduação ou tecnólogo / Sí, grado","Não / No","Não / No","GG - largura 60 cm x comprimento 80 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-09 10:33:35-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Mulher / Mujer","Não / No","Lésbica / Lesbiana","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","GG - largura 60 cm x comprimento 80 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-09 11:23:09-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Não / No","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-09 11:27:29-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-09 11:43:59-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Há mais de três anos / Hace más de tres años","Intermediário / Intermedio","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","P - largura 50 cm x comprimento 67 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-09 16:17:02-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Mulher / Mujer","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes","Nulo :D","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-09 17:17:58-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não sei programar / No","Iniciante / Inicial","Não / No","Não, mas pretendo / No, pero quiero","Não / No","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-09 19:53:02-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-10 10:17:33-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Prefiro não responder / Prefiero no decirlo","Homem / Hombre","Prefiro não responder / Prefiero no decirlo","Prefiro não responder / Prefiero no decirlo","Prefiro não responder / Prefiero no decirlo","BA","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos locais / Sí, eventos locales","Sim / Sí","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Não / No","Não / No","Sim / Sí","Ingresso online","","","","accepted","accepted","accepted","","","","","","GrupyBA",""
"2024-08-10 22:22:56-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não sei programar / No","Nulo :D","Sim, graduação ou tecnólogo / Sí, grado","Não / No","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-11 08:01:45-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Prefiro não responder / Prefiero no decirlo","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Sim / Sí","Não / No","M - largura 54 cm x comprimento 72 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-11 15:27:20-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","RN","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)","Não / No","Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes","Iniciante / Inicial","Não / No","Não, mas pretendo / No, pero quiero","Sim / Sí","Ingresso online","","","","accepted","accepted","accepted","","","","","","PyLadies",""
"2024-08-11 16:38:08-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Homem / Hombre","Não / No","Gay","Não / No","PE","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes","Iniciante / Inicial","Não / No","Não / No","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-11 21:11:55-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Bissexual / Bisexual","Não / No","BA","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)","Sim / Sí","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Sim / Sí","Ingresso online","","","","accepted","accepted","accepted","","","","","","Pyladies",""
"2024-08-11 21:48:02-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-11 21:52:10-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Lésbica / Lesbiana","Não / No","SP","Python Brasil 2022 - Manaus - AM","Sim, eventos locais / Sí, eventos locales","Sim / Sí","Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes","Iniciante / Inicial","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-12 09:43:14-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","PB","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)","Não / No","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Não / No","Sim / Sí","Sim / Sí","M - largura 54 cm x comprimento 72 cm","","","","accepted","accepted","accepted","","","","","","PUG",""
"2024-08-12 09:48:19-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","PR","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes","Iniciante / Inicial","Não / No","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-12 10:59:01-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","MG","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Não / No","Não / No","Não / No","P - largura 50 cm x comprimento 67 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-12 11:12:41-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de três anos / Hace más de tres años","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-12 11:27:41-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Não-binárie / No binario","Sim / Sí","Lésbica / Lesbiana","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-12 11:29:46-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos locais / Sí, eventos locales","Não / No","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Sim, graduação ou tecnólogo / Sí, grado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-12 11:31:43-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de cinco anos / Hace más de cinco años","Intermediário / Intermedio","Não / No","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-12 16:03:52-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","PR","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de um ano / Hace más de un año","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-12 15:51:03-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","RO","Python Brasil 2022 - Manaus - AM | Python Brasil 2023 - Caxias do Sul - RS","Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)","Não / No","Há mais de três anos / Hace más de tres años","Intermediário / Intermedio","Sim, graduação ou tecnólogo / Sí, grado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
