tipo_ingresso;como_voce_se_define;como_voce_se_define_se_outro;como_voce_se_indentifica;como_voce_se_indentifica_se_outro;faz_parte_da_populacao_t;orientaca_sexual;orientaca_sexual_se_outro;pessoa_com_necessidade_especifica;pessoa_com_necessidade_especifica_se_sim_qual;uf;pais;edicoes_anteriores_pybr;eventos_pybr;eventos_online;programa_em_python;nivel_python;estudante;trabalha_com_python;parte_de_alguma_comunidade;comunidade_qual;camiseta_tamanho
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Sim / Sí;Há mais de cinco anos / Hace más de cinco años;Intermediário / Intermedio;Sim, pós-graduação ou especialização / Sí, máster posgrado;Sim / Sí;Sim / Sí;PyCaxias;
Tutoriais;Uma pessoa negra / Persona negra;;Homem / Hombre;;Não / No;Hétero;;Não / No;;CE;;Python Brasil 2022 - Manaus - AM;Sim, eventos locais / Sí, eventos locales;Não / No;Há mais de cinco anos / Hace más de cinco años;Intermediário / Intermedio;Não / No;Sim / Sí;Sim / Sí;PUGCE;
Tutoriais;Uma pessoa negra / Persona negra;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de um ano / Hace más de un año;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;SC;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de um ano / Hace más de un año;Iniciante / Inicial;Sim, pós-graduação ou especialização / Sí, máster posgrado;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Não sei programar / No;Iniciante / Inicial;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RR;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de três anos / Hace más de tres años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;SC;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Comecei no último ano / Empecé en el último ano;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RO;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Comecei no último ano / Empecé en el último ano;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Comecei no último ano / Empecé en el último ano;Intermediário / Intermedio;Sim, ensino fundamental ou médio / Sí, instituto;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;PR;;Python Brasil 2022 - Manaus - AM;Sim, eventos locais / Sí, eventos locales;Não / No;Há mais de um ano / Hace más de un año;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;MG;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Sim / Sí;Há mais de cinco anos / Hace más de cinco años;Avançado / Avanzado;Não / No;Sim / Sí;Não / No;;
Tutoriais;Prefiro não responder / Prefiero no decirlo;;Mulher / Mujer;;Não / No;Bissexual / Bisexual;;Não / No;;SC;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Não / No;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Não / No;Sim / Sí;pyladies;
Tutoriais;Uma pessoa negra / Persona negra;;Mulher / Mujer;;Não / No;Hétero;;Não / No;;SP;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Não sei programar / No;Nulo :D;Não / No;Não / No;Não / No;;
Tutoriais;Uma pessoa negra / Persona negra;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Sim / Sí;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;AM;;Python Brasil 2021 - Online | Python Brasil 2020 - Online;Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia);Não / No;Há mais de três anos / Hace más de tres años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RO;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Não / No;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Iniciante / Inicial;Não / No;Não / No;Não / No;;
Tutoriais;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RO;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Iniciante / Inicial;Não / No;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Não sei programar / No;Nulo :D;Não / No;Não / No;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;MG;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Sim / Sí;Há mais de três anos / Hace más de tres años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Mulher / Mujer;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Sim / Sí;Comecei no último ano / Empecé en el último ano;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Sim / Sí;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RO;;Python Brasil 2021 - Online;Sim, eventos locais / Sí, eventos locales;Sim / Sí;Há mais de cinco anos / Hace más de cinco años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa branca / Persona blanca;;Mulher / Mujer;;Não / No;Bissexual / Bisexual;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Sim / Sí;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Nulo :D;Sim, pós-graduação ou especialização / Sí, máster posgrado;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Mulher / Mujer;;Não / No;Bissexual / Bisexual;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Sim / Sí;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Nulo :D;Sim, pós-graduação ou especialização / Sí, máster posgrado;Não, mas pretendo / No, pero quiero;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;SP;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de três anos / Hace más de tres años;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Sim / Sí;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Hétero;;Não / No;;AM;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Não sei programar / No;Iniciante / Inicial;Sim, ensino técnico / S´i, bachirellato;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Hétero;;Não / No;;AM;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Não sei programar / No;Iniciante / Inicial;Sim, ensino técnico / S´i, bachirellato;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;SC;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Comecei no último ano / Empecé en el último ano;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Sim / Sí;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de um ano / Hace más de un año;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Não / No;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;SP;;Python Brasil 2022 - Manaus - AM;Sim, eventos internacionais / Sí, eventos internacionales;Não / No;Há mais de três anos / Hace más de tres años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;BA;;Python Brasil 2021 - Online | Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil [13] - 2017 - Belo Horizonte - MG | Python Brasil [12] - 2016 - Florianópolis - SC | Python Brasil 2022 - Manaus - AM;Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia);Sim / Sí;Há mais de dez anos / Hace más de diez años;Avançado / Avanzado;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;SP;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de cinco anos / Hace más de cinco años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa negra / Persona negra;;Homem / Hombre;;Não / No;Gay;;Não / No;;SP;;Python Brasil 2021 - Online | Python Brasil 2020 - Online;Sim, eventos locais / Sí, eventos locales;Sim / Sí;Há mais de um ano / Hace más de un año;Intermediário / Intermedio;Sim, graduação ou tecnólogo / Sí, grado;Não, mas pretendo / No, pero quiero;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de três anos / Hace más de tres años;Intermediário / Intermedio;Sim, graduação ou tecnólogo / Sí, grado;Não / No;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;PA;;Python Brasil 2022 - Manaus - AM;Sim, eventos internacionais / Sí, eventos internacionales;Não / No;Há mais de um ano / Hace más de un año;Intermediário / Intermedio;Sim, graduação ou tecnólogo / Sí, grado;Não / No;Não / No;;
EVENTO ONLINE GRATUITO;Uma pessoa branca / Persona blanca;;Mulher / Mujer;;Não / No;Prefiro não responder / Prefiero no decirlo;;Não / No;;SP;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Comecei no último ano / Empecé en el último ano;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Não / No;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;Edições anteriores à Python Brasil [10] / Ediciones anteriores a Python Brasil [10];Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de dez anos / Hace más de diez años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa amarela;;Homem / Hombre;;Não / No;Hétero;;Não / No;;SC;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Sim / Sí;Há mais de dez anos / Hace más de diez años;Avançado / Avanzado;Sim, graduação ou tecnólogo / Sí, grado;Sim / Sí;Sim / Sí;Python Floripa;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RO;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Não sei programar / No;Iniciante / Inicial;Não / No;Não / No;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Mulher / Mujer;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de cinco anos / Hace más de cinco años;Intermediário / Intermedio;Sim, ensino técnico / S´i, bachirellato;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Mulher / Mujer;;Não / No;Pansexual;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Não / No;Comecei no último ano / Empecé en el último ano;Intermediário / Intermedio;Sim, graduação ou tecnólogo / Sí, grado;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;MG;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de um ano / Hace más de un año;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RJ;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Sim / Sí;Há mais de um ano / Hace más de un año;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Não, mas pretendo / No, pero quiero;Sim / Sí;PythoOnRio;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RO;;Python Brasil 2022 - Manaus - AM;Sim, eventos locais / Sí, eventos locales;Não / No;Comecei no último ano / Empecé en el último ano;Iniciante / Inicial;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RO;;Python Brasil 2022 - Manaus - AM;Sim, eventos internacionais / Sí, eventos internacionales;Não / No;Há mais de um ano / Hace más de un año;Intermediário / Intermedio;Sim, pós-graduação ou especialização / Sí, máster posgrado;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RO;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Comecei no último ano / Empecé en el último ano;Iniciante / Inicial;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Sim / Sí;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Iniciante / Inicial;Sim, pós-graduação ou especialização / Sí, máster posgrado;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Bissexual / Bisexual;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Não / No;Há mais de um ano / Hace más de un año;Iniciante / Inicial;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Mulher / Mujer;;Não / No;Hétero;;Não / No;;SP;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Sim / Sí;Comecei no último ano / Empecé en el último ano;Iniciante / Inicial;Não / No;Sim / Sí;Sim / Sí;PyLadies Brasil e PyLadies SP;
Tutoriais;Uma pessoa branca / Persona blanca;;Mulher / Mujer;;Não / No;Assexual / Asexual;;Prefiro não responder / Prefiero no decirlo;;SC;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia);Não / No;Há mais de três anos / Hace más de tres años;Intermediário / Intermedio;Sim, graduação ou tecnólogo / Sí, grado;Sim / Sí;Sim / Sí;PyLadies;
Tutoriais;Uma pessoa negra / Persona negra;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Sim / Sí;Há mais de três anos / Hace más de tres años;Avançado / Avanzado;Sim, pós-graduação ou especialização / Sí, máster posgrado;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;AM;;Python Brasil 2021 - Online | Python Brasil 2020 - Online;Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia);Sim / Sí;Há mais de três anos / Hace más de tres años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Comecei no último ano / Empecé en el último ano;Intermediário / Intermedio;Sim, ensino fundamental ou médio / Sí, instituto;Não, mas pretendo / No, pero quiero;Sim / Sí;pytche;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Bissexual / Bisexual;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia);Sim / Sí;Há mais de dez anos / Hace más de diez años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;PR;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Sim / Sí;Há mais de um ano / Hace más de un año;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;Edições anteriores à Python Brasil [10] / Ediciones anteriores a Python Brasil [10];Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de dez anos / Hace más de diez años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RO;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Iniciante / Inicial;Não / No;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Bissexual / Bisexual;;Não / No;;SC;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia);Sim / Sí;Há mais de cinco anos / Hace más de cinco años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RO;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Não / No;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Iniciante / Inicial;Não / No;Não / No;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Não / No;Há mais de três anos / Hace más de tres años;Avançado / Avanzado;Sim, graduação ou tecnólogo / Sí, grado;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa negra / Persona negra;;Mulher / Mujer;;Sim / Sí;Hétero;;Não / No;;SP;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Não / No;Há mais de um ano / Hace más de un año;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Mulher / Mujer;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Sim / Sí;Há mais de cinco anos / Hace más de cinco años;Avançado / Avanzado;Sim, pós-graduação ou especialização / Sí, máster posgrado;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Não sei programar / No;Iniciante / Inicial;Não / No;Não / No;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de três anos / Hace más de tres años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa parda / Persona mestiza;;Mulher / Mujer;;Não / No;Hétero;;Não / No;;SP;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Comecei no último ano / Empecé en el último ano;Iniciante / Inicial;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Mulher / Mujer;;Não / No;Prefiro não responder / Prefiero no decirlo;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Sim, eventos locais / Sí, eventos locales;Sim / Sí;Há mais de dez anos / Hace más de diez años;Avançado / Avanzado;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa negra / Persona negra;;Não-binárie / No binario;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Sim / Sí;Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes;Iniciante / Inicial;Sim, graduação ou tecnólogo / Sí, grado;Não, mas pretendo / No, pero quiero;Não / No;;
Tutoriais;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RR;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de três anos / Hace más de tres años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa parda / Persona mestiza;;Homem / Hombre;;Não / No;Hétero;;Não / No;;SP;;Python Brasil 2021 - Online | Python Brasil 2022 - Manaus - AM;Sim, eventos locais / Sí, eventos locales;Sim / Sí;Há mais de cinco anos / Hace más de cinco años;Intermediário / Intermedio;Sim, pós-graduação ou especialização / Sí, máster posgrado;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RR;;Python Brasil 2022 - Manaus - AM;Sim, eventos locais / Sí, eventos locales;Sim / Sí;Há mais de cinco anos / Hace más de cinco años;Intermediário / Intermedio;Não / No;Sim / Sí;Não / No;;
Tutoriais;Uma pessoa branca / Persona blanca;;Homem / Hombre;;Não / No;Hétero;;Não / No;;RS;;É a minha primeira vez no evento! / Es mi primera vez;Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python;Não / No;Há mais de três anos / Hace más de tres años;Intermediário / Intermedio;Sim, graduação ou tecnólogo / Sí, grado;Não, mas pretendo / No, pero quiero;Não / No;;
